CLAVE,PSS/E,ID,SCL,FP,FEO,GCR,REGION,ZONA PDS,NOMBRE SUBESTACION,NODO,V1/V21/,NB / RMU2/,CAPACIDAD3/,NC4/
OCCIDENTAL883,330671,OC,1,0.95,2024,OCC,BAJ,LEON,LOS SAUCES,LSA-115,115/13.8,1,30,
OCCIDENTAL884,330672,1,1,0.95,2018,OCC,BAJ,LEON,LOS SAUCES,LSA-115,115/13.8,2,20,4
OCCIDENTAL885,33067,DI,1,0.95,2028,OCC,BAJ,LEON,LOS SAUCES,LSA-115,115/13.8,2,30,
OCCIDENTAL886,0,OC,1,0.95,#N/D,OCC,BAJ,LEON,DUARTE,DUA-115,115/13.8,1,20,
OCCIDENTAL887,3225,OC,1,0.95,2023,OCC,BAJ,LEON,EL MOLINO,MOL-115,115/13.8,1,30,
OCCIDENTAL888,33009,OC,1,0.95,#N/D,OCC,BAJ,LEON,BOCANEGRA,BNG-115,115/13.8,1,30,
OCCIDENTAL889,330661,OC,1,0.95,2018,OCC,BAJ,LEON,TERRENO TURISTICO DE MEXICO S.A. DE C.V. (PILBA MICHELIN),MMH-115,115/34.5,1,30,
OCCIDENTAL890,3120,OC,1,0.95,2019,OCC,BAJ,LEON,CERRO GORDO,CRG-115,115/13.8,1,30,
OCCIDENTAL891,,OC,1,0.95,#N/D,OCC,BAJ,LEON,CERRO GORDO,CRG-115,115/13.8,2,30,
OCCIDENTAL892,,OC,1,0.95,#N/D,OCC,BAJ,LEON,CUMBRES DE LEON,CUM-115,115/13.8,1,30,
OCCIDENTAL893,,OC,1,0.95,#N/D,OCC,BAJ,LEON,CUMBRES DE LEON,CUM-115,115/13.8,2,20,
OCCIDENTAL894,330631,1,1,0.95,2018,OCC,BAJ,LEON,EL TORO,TOO-115,115/13.8,1,30,6
OCCIDENTAL895,,OC,1,0.95,2031,OCC,BAJ,LEON,EL TORO,TOO-115,115/34.5,2,20,
OCCIDENTAL896,330552,1,1,0.95,2018,OCC,BAJ,LEON,LAGOS GALERA,LGG-115,115/34.5,2,30,7
OCCIDENTAL897,330731,I1,0,0.95,2018,OCC,BAJ,LEON,INOVA DINTEL GUANAJUATO S.A. DE C.V. (COLINAS DE LEON),ICL-115,115/34.5,1,30,3
OCCIDENTAL898,37102,OC,1,0.95,2023,OCC,BAJ,LEON,INOVA DINTEL GUANAJUATO S.A. DE C.V. (PI COLINAS DE LEON 2),CCL-115,115/34.5,1,30,
OCCIDENTAL899,37385,OC,1,0.95,2022,OCC,BAJ,LEON,COLINAS DE LAGOS,CDL-115,115/34.5,1,30,
OCCIDENTAL900,330021,1,1,0.95,2018,OCC,BAJ,LEON,INOVA DINTEL GUANAJUATO SA DE CV (PI COLINAS DEL RINCON),RPI-115,115/34.5,1,30,1
OCCIDENTAL901,32078,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,CEMENTOS Y CONC NALES SA DE CV,CZA-230,230,103990951491,44,0
OCCIDENTAL902,32051,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,MOTO DIESEL MEXICANA SA DE CV,MTD-115,115,098920428193,4.636,0
OCCIDENTAL903,32057,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,"NISSAN (KM 75, PANAMERICANA)",NIS-115,115,096920327009,40,0
OCCIDENTAL904,32046,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,SENSATA TECHNOL DE MEXICO SRL CV,TXS-115,115,109060660826,6,0
OCCIDENTAL905,32053,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,JATCO MEXICO SA DE CV (PANAMERICANA),JAT-115,115,096040654850,19,0
OCCIDENTAL906,32050,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,MINERA REAL DE ANGELES SA DE CV (STA FCA),MSF-115,115,103080300526,16,0
OCCIDENTAL907,32010,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,MAHLE COMP MOTOR MEX SRL DE CV,MAH-115,115,098110202181,4.36,0
OCCIDENTAL908,0,SP,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,ENERGIA LIMPIA DE PALO ALTO S,EPT-230,230,098160907258,2.25,0
OCCIDENTAL909,32019,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,GOHSYU MEXICANA SA DE CV                         ,GOH-115,115,098160102136,6,0
OCCIDENTAL910,32024,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,MINERALES Y MINAS MEXICANA SA DE CV,BOL-115,115,132080255946,5,0
OCCIDENTAL911,32168,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,JATCO MEXICO SA DE CV (II KM 2-200),JTC-115,115,096131202692,10,0
OCCIDENTAL912,32043,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,KITAGAWA DE MEXICO SA DE CV,KIT-115,115,096130602727,14,0
OCCIDENTAL913,32005,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,NISSAN II (CARR FEDERAL KM 112 ),NII-115,115,096130508658,10.8,0
OCCIDENTAL914,0,SP,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,"EOLICA LOS ALTOS SAPI DE CV ""VAQUERIAS""",VQE-23,115,110130900178,0.825,0
OCCIDENTAL915,32008,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,COOPERATION MANUFACTURING PLANT AGUASCALIENTES S.A.P.I. DE C.V. (COMPAS NISSAN),CPS-115,115,96160803913,18,0
OCCIDENTAL916,36737,OC,0,0.95,2019,OCC,BAJ,AGUASCALIENTES,"ADVANCED COMPOSITES MEXICANA, S.A. DE C.V.",AVM-115,115,20304181023ACM940214047CAA,11.25,0
OCCIDENTAL917,32009,AM,1,0.95,2025,OCC,BAJ,AGUASCALIENTES,AMORTIGUAMIENTO OC,AGS-115,115/115,11,,0
OCCIDENTAL918,32015,A1,1,0.95,2025,OCC,BAJ,AGUASCALIENTES,AMORTIGUAMIENTO OC,APT-115,115/115,11,,0
OCCIDENTAL919,32065,AM,1,0.95,2025,OCC,BAJ,AGUASCALIENTES,AMORTIGUAMIENTO OC,KDA-115,115/115,11,,0
OCCIDENTAL920,320211,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,BOLANOS,BLA-115,115/34.5,1,9.4,2
OCCIDENTAL921,0,OC,1,0.95,#N/D,OCC,BAJ,AGUASCALIENTES,BOLANOS,BLA-115,115/34.5,2,9.4,
OCCIDENTAL922,320391,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,INDUSTRIAL SAN FRANCISCO,ISF-115,115/34.5,1,20,3
OCCIDENTAL923,3118,OC,1,0.95,2020,OCC,BAJ,AGUASCALIENTES,INDUSTRIAL SAN FRANCISCO,ISF-115,115/34.5,2,20,
OCCIDENTAL924,322221,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,VILLA HIDALGO,VHO-115,115/34.5,1,9.4,6
OCCIDENTAL925,0,OC,1,0.95,2029,OCC,BAJ,AGUASCALIENTES,VILLA HIDALGO,VHO-115,115/34.5,1,12.5,
OCCIDENTAL926,320421,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,JALPA,JAP-115,115/34.5,1,20,5
OCCIDENTAL927,321571,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,TLALTENANGO,TLO-115,115/34.5,1,20,6
OCCIDENTAL928,320602,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,OJUELOS,OJU-115,115/34.5,2,12.5,4
OCCIDENTAL929,320611,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,OMEGA,OMG-115,115/13.8,1,20,4
OCCIDENTAL930,320041,I1,0,0.95,2018,OCC,BAJ,AGUASCALIENTES,ALFA,AIS-115,115/13.8,1,20,4
OCCIDENTAL931,320042,OC,1,0.95,2019,OCC,BAJ,AGUASCALIENTES,ALFA,AIS-115,115/13.8,2,30,
OCCIDENTAL932,322222,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,VILLA HIDALGO,VHO-115,115/13.8,2,20,6
OCCIDENTAL933,320641,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,ASUNCION,ASU-115,115/13.8,1,30,6
OCCIDENTAL934,0,OC,1,0.95,2032,OCC,BAJ,AGUASCALIENTES,ASUNCION,ASU-115,115/13.8,2,30,
OCCIDENTAL935,321031,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,SAN ANTONIO,SAN-115,115/13.8,1,30,6
OCCIDENTAL936,320631,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,PABELLON,PAB-115,115/13.8,1,20,7
OCCIDENTAL937,320632,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,PABELLON,PAB-115,115/13.8,2,20,7
OCCIDENTAL938,320481,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,LORETO,LOR-115,115/13.8,1,20,8
OCCIDENTAL939,,OC,1,0.95,2020,OCC,BAJ,AGUASCALIENTES,LORETO,LOR-115,115/13.8,1,30,
OCCIDENTAL940,3204,OC,1,0.95,2036,OCC,BAJ,AGUASCALIENTES,LORETO,LOR-115,115/13.8,2,12.5,
OCCIDENTAL941,321061,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,SFR-115,115/13.8,1,30,12
OCCIDENTAL942,321062,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,SFR-115,115/13.8,2,30,12
OCCIDENTAL943,320661,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,PALO ALTO,PAO-115,115/13.8,1,20,4
OCCIDENTAL944,320601,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,OJUELOS,OJU-115,115/13.8,1,12.5,4
OCCIDENTAL945,321541,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,EL TECUAN,TCN-115,115/13.8,1,20,4
OCCIDENTAL946,320001,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,AGUASCALIENTES NORTE,AGN-115,115/13.8,1,30,11
OCCIDENTAL947,320002,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,AGUASCALIENTES NORTE,AGN-115,115/13.8,2,20,11
OCCIDENTAL948,320061,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,AGS.  PONIENTE,AGP-115,115/13.8,1,20,7
OCCIDENTAL949,320062,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,AGS.  PONIENTE,AGP-115,115/13.8,2,20,7
OCCIDENTAL950,320062,1,1,0.95,2028,OCC,BAJ,AGUASCALIENTES,AGS.  PONIENTE,AGP-115,115/13.8,2,30,
OCCIDENTAL951,0,OC,1,0.95,2032,OCC,BAJ,AGUASCALIENTES,SAN GERARDO,SDO-115,115/13.8,1,30,
OCCIDENTAL952,320181,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,AGS SUR.,ASS-115,115/13.8,1,40,9
OCCIDENTAL953,320182,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,AGS SUR.,ASS-115,115/13.8,2,30,9
OCCIDENTAL954,320331,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,CALVILLO,CVO-115,115/13.8,1,20,4
OCCIDENTAL955,321091,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,EL SALITRE,STE-115,115/13.8,1,12.5,2
OCCIDENTAL956,320422,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,JALPA,JAP-115,115/13.8,2,9.4,5
OCCIDENTAL957,320422,1,1,0.95,2036,OCC,BAJ,AGUASCALIENTES,JALPA,JAP-115,115/13.8,2,12.5,
OCCIDENTAL958,321572,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,TLALTENANGO,TLO-115,115/13.8,2,9.4,6
OCCIDENTAL959,321001,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,PENUELAS,PEN-115,115/13.8,1,20,5
OCCIDENTAL960,0,OC,1,0.95,#N/D,OCC,BAJ,AGUASCALIENTES,PENUELAS,PEN-115,115/13.8,2,20,
OCCIDENTAL961,320361,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,ENCARNACION DE DIAZ,ENC-115,115/13.8,1,20,4
OCCIDENTAL962,320361,1,1,0.95,2031,OCC,BAJ,AGUASCALIENTES,ENCARNACION DE DIAZ,ENC-115,115/13.8,1,30,
OCCIDENTAL963,3086,OC,1,0.95,#N/D,OCC,BAJ,AGUASCALIENTES,VERGELES,VGS-115,115/13.8,1,12.5,
OCCIDENTAL964,320091,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,AGS ORIENTE (ATTOCC),AGS-115,115/13.8,3,30,6
OCCIDENTAL965,321481,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,TECNOLOGICO,TAG-115,115/13.8,1,30,7
OCCIDENTAL966,320541,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,LAS MARGARITAS,MRS-115,115/13.8,1,20,8
OCCIDENTAL967,320542,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,LAS MARGARITAS,MRS-115,115/13.8,2,20,8
OCCIDENTAL968,320031,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,AGOSTADERITO,AGO-115,115/13.8,1,20,8
OCCIDENTAL969,320032,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,AGOSTADERITO,AGO-115,115/13.8,2,20,8
OCCIDENTAL970,321511,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,EL TARAY,TAY-115,115/13.8,1,9.4,2
OCCIDENTAL971,320271,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,CUMBRES,CUB-115,115/13.8,1,20,4
OCCIDENTAL972,320311,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,GOMEZ PORTUGAL,GOP-115,115/13.8,1,30,6
OCCIDENTAL973,321671,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,VILLA JUAREZ,VJU-115,115/13.8,1,20,4
OCCIDENTAL974,321641,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,VALLE DE LAS DELICIAS,VDL-115,115/13.8,1,20,4
OCCIDENTAL975,3197,OC,1,0.95,2024,OCC,BAJ,AGUASCALIENTES,MATAMOROS,MAT-115,115/13.8,1,20,
OCCIDENTAL976,3152,OC,1,0.95,2021,OCC,BAJ,AGUASCALIENTES,VALLE DE AGUASCALIENTES,VAA-115,115/13.8,1,30,
OCCIDENTAL977,320021,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,MORELOS,MRE-115,115/13.8,1,30,10
OCCIDENTAL978,0,OC,1,0.95,2029,OCC,BAJ,AGUASCALIENTES,MORELOS,MRE-115,115/13.8,2,30,
OCCIDENTAL979,320011,1,1,0.95,2018,OCC,BAJ,AGUASCALIENTES,AYUNTAMIENTO,AYU-115,115/13.8,1,30,12
OCCIDENTAL980,37009,OC,1,0.95,2019,OCC,BAJ,AGUASCALIENTES,PARQUE AGROSFERA UNO SAPI DE CV (AGROPARQUE AGUASCALIENTES),PIA-115,115/13.8,1,20,
OCCIDENTAL981,3154,OC,1,0.95,2026,OCC,BAJ,AGUASCALIENTES,JESUS MARIA,JMA-115,115/13.8,1,30,
OCCIDENTAL982,0,OC,1,0.95,#N/D,OCC,BAJ,AGUASCALIENTES,JESUS MARIA,JMA-115,115/13.8,2,30,
OCCIDENTAL983,32278,I1,0,0.95,2018,OCC,BAJ,ZACATECAS,MINERA PENASQUITO SA DE CV,PNQ-400,400,120080550494,220,0
OCCIDENTAL984,0,SP,0,0.95,2018,OCC,BAJ,ZACATECAS,LA BUFA WIND SAPI DE CV (PARQUE EOLICO LA BUFA),PEB-230,230,123171056131,1.8,0
OCCIDENTAL985,32218,I1,0,0.95,2018,OCC,BAJ,ZACATECAS,CIA CERVECERA DE ZACATECAS S DE RL DE CV,CRN-115,115,111130400546,15,0
OCCIDENTAL986,32366,I1,0,0.95,2018,OCC,BAJ,ZACATECAS,ENVASES Y TAPAS MODELO S DE RL DE CV,EYT-115,115,111131001882,7.649,0
OCCIDENTAL987,32215,I1,0,0.95,2018,OCC,BAJ,ZACATECAS,MINERA FRESNILLO SA DE CV,MFS-115,115,112071052641,11,0
OCCIDENTAL988,37761,OC,0,0.95,2019,OCC,BAJ,ZACATECAS,"MINERA FRESNILLO, S.A. DE C.V. (PLANTA FLOTACION DE FIERRO)",PFV-115,115,0,18,0
OCCIDENTAL989,32368,I1,0,0.95,2018,OCC,BAJ,ZACATECAS,MINERA MADERO SA DE CV (CIA FRESNILLO PLANTA MADERO),PNO-115,115,123130656182,1.378,0
OCCIDENTAL990,32201,I1,0,0.95,2018,OCC,BAJ,ZACATECAS,MINERA REAL DE ANGELES SA DE CV (MINA CORONEL),MCO-115,115,134100455907,18.5,0
OCCIDENTAL991,32213,I1,0,0.95,2018,OCC,BAJ,ZACATECAS,AHRESTY MEXICANA SA DE CV,ART-115,115,123080659215,10.054,0
OCCIDENTAL992,32200,I1,0,0.95,2018,OCC,BAJ,ZACATECAS,GRUPO ACERERO DE ZACATECAS SA DE CV (PROV DE MAT PENA SA DE CV),ALZ-115,115,122081060515,2.105,0
OCCIDENTAL993,32208,I1,0,0.95,2018,OCC,BAJ,ZACATECAS,CAPSTONE GOLD SA DE CV (MINA CAPSTONE GOLD),MCG-115,115,123100156029,9.5,0
OCCIDENTAL994,32216,I1,0,0.95,2018,OCC,BAJ,ZACATECAS,MINERA SAUCITO SA DE CV,MST-115,115,112101251911,48,0
OCCIDENTAL995,0,SP,0,0.95,2018,OCC,BAJ,ZACATECAS,VIENTOS DEL ALTIPLANO S DE RL DE CV,VDA-115,115,114160855822,4.9,0
OCCIDENTAL996,37730,OC,0,0.95,2019,OCC,BAJ,ZACATECAS,MINERA JUANICIPIO SA DE CV (PLANTA FLOTACION DE MINERAL),0,115,0,18,0
OCCIDENTAL997,0,SP,0,0.95,2019,OCC,BAJ,ZACATECAS,ALDEBARAN ENERGY PROJECT S.A.,ADF-115,115,1.14191E+11,0.06,
OCCIDENTAL998,32360,A1,1,0.95,2025,OCC,BAJ,ZACATECAS,AMORTIGUAMIENTO OC,ZCD-115,115/115,11,,0
OCCIDENTAL999,32233,AM,1,0.95,2025,OCC,BAJ,ZACATECAS,AMORTIGUAMIENTO OC,FSO-115,115/115,11,,0
OCCIDENTAL1000,322362,1,1,0.95,2018,OCC,BAJ,ZACATECAS,GUADALUPE,GPE-115,115/34.5,2,12.5,8
OCCIDENTAL1001,322362,OC,1,0.95,2024,OCC,BAJ,ZACATECAS,GUADALUPE,GPE-115,115/34.5,2,20,
OCCIDENTAL1002,322031,1,1,0.95,2018,OCC,BAJ,ZACATECAS,BANON,BON-115,115/34.5,1,30,5
OCCIDENTAL1003,,OC,1,0.95,#N/D,OCC,BAJ,ZACATECAS,CHAPARROSA,CHP-115,115/34.5,1,20,
OCCIDENTAL1004,322391,1,1,0.95,2018,OCC,BAJ,ZACATECAS,LOS HERNANDEZ,HDZ-115,115/34.5,1,20,2
OCCIDENTAL1005,322391,OC,1,0.95,2024,OCC,BAJ,ZACATECAS,LOS HERNANDEZ,HDZ-115,115/34.5,1,30,
OCCIDENTAL1006,322302,1,1,0.95,2018,OCC,BAJ,ZACATECAS,FRESNILLO NORTE,FRN-115,115/34.5,2,6.25,7
OCCIDENTAL1007,322661,1,1,0.95,2018,OCC,BAJ,ZACATECAS,PANFILO NATERA,PFN-115,115/34.5,1,9.4,3
OCCIDENTAL1008,0,X,0,1,#N/D,OCC,BAJ,ZACATECAS,JEREZ,JRZ-115,115/34.5,1,20,5
OCCIDENTAL1009,323091,1,1,0.95,2018,OCC,BAJ,ZACATECAS,SAN JERONIMO,SJE-115,115/34.5,1,9.4,4
OCCIDENTAL1010,323161,1,1,0.95,2018,OCC,BAJ,ZACATECAS,TEPETONGO,TGO-115,115/34.5,1,20,2
OCCIDENTAL1011,0,X,0,1,#N/D,OCC,BAJ,ZACATECAS,BANON,BON-115,115/13.8,2,12.5,5
OCCIDENTAL1012,322032,OC,1,0.95,2018,OCC,BAJ,ZACATECAS,BANON,BON-115,115/13.8,2,20,
OCCIDENTAL1013,322301,1,1,0.95,2018,OCC,BAJ,ZACATECAS,FRESNILLO NORTE,FRN-115,115/13.8,1,20,7
OCCIDENTAL1014,0,OC,1,0.95,#N/D,OCC,BAJ,ZACATECAS,FRESNILLO NORTE,FRN-115,115/13.8,1,30,
OCCIDENTAL1015,322303,1,1,0.95,2018,OCC,BAJ,ZACATECAS,FRESNILLO NORTE,FRN-115,115/13.8,3,20,7
OCCIDENTAL1016,322271,1,1,0.95,2018,OCC,BAJ,ZACATECAS,FRESNILLO SUR,FNO-115,115/13.8,1,20,7
OCCIDENTAL1017,322271,OC,1,0.95,2021,OCC,BAJ,ZACATECAS,FRESNILLO SUR,FNO-115,115/13.8,1,30,
OCCIDENTAL1018,323092,1,1,0.95,2018,OCC,BAJ,ZACATECAS,SAN JERONIMO,SJE-115,115/13.8,2,20,4
OCCIDENTAL1019,323541,1,1,0.95,2018,OCC,BAJ,ZACATECAS,VALPARAISO,VPS-115,115/13.8,1,9.4,3
OCCIDENTAL1020,0,OC,1,0.95,#N/D,OCC,BAJ,ZACATECAS,VALPARAISO,VPS-115,115/13.8,1,12.5,
OCCIDENTAL1021,323001,1,1,0.95,2018,OCC,BAJ,ZACATECAS,EL PARDILLO,PRL-115,115/13.8,1,20,4
OCCIDENTAL1022,322451,1,1,0.95,2018,OCC,BAJ,ZACATECAS,LAGUNA SECA,LAS-115,115/13.8,1,9.375,2
OCCIDENTAL1023,322451,OC,1,0.95,2029,OCC,BAJ,ZACATECAS,LAGUNA SECA,LAS-115,115/13.8,1,12.5,
OCCIDENTAL1024,322511,1,1,0.95,2018,OCC,BAJ,ZACATECAS,LAMPOTAL,LPL-115,115/13.8,1,20,2
OCCIDENTAL1025,322093,1,1,0.95,2018,OCC,BAJ,ZACATECAS,CALERA (ATTOCC),CAL-115,115/13.8,3,30,6
OCCIDENTAL1026,323631,1,1,0.95,2018,OCC,BAJ,ZACATECAS,ZACATECAS,ZCT-115,115/13.8,1,20,7
OCCIDENTAL1027,323632,1,1,0.95,2018,OCC,BAJ,ZACATECAS,ZACATECAS,ZCT-115,115/13.8,2,20,7
OCCIDENTAL1028,3211,OC,1,0.95,2030,OCC,BAJ,ZACATECAS,ARGENTUM,ARG-115,115/13.8,1,30,
OCCIDENTAL1029,322361,1,1,0.95,2018,OCC,BAJ,ZACATECAS,GUADALUPE,GPE-115,115/13.8,1,20,6
OCCIDENTAL1030,322361,OC,1,0.95,2022,OCC,BAJ,ZACATECAS,GUADALUPE,GPE-115,115/13.8,1,30,
OCCIDENTAL1031,322121,1,1,0.95,2018,OCC,BAJ,ZACATECAS,CIENEGUILLAS,CGS-115,115/13.8,1,20,4
OCCIDENTAL1032,322571,1,1,0.95,2018,OCC,BAJ,ZACATECAS,MALPASO,MPO-115,115/13.8,1,9.4,2
OCCIDENTAL1033,322211,1,1,0.95,2018,OCC,BAJ,ZACATECAS,ESTANCIA DE ANIMAS,EDA-115,115/13.8,1,12.5,2
OCCIDENTAL1034,322631,1,1,0.95,2018,OCC,BAJ,ZACATECAS,OJOCALIENTE,OCL-115,115/13.8,1,20,5
OCCIDENTAL1035,322631,1,1,0.95,2028,OCC,BAJ,ZACATECAS,OJOCALIENTE,OCL-115,115/13.8,1,30,
OCCIDENTAL1036,322422,1,1,0.95,2018,OCC,BAJ,ZACATECAS,JEREZ,JRZ-115,115/13.8,2,20,6
OCCIDENTAL1037,322541,1,1,0.95,2018,OCC,BAJ,ZACATECAS,MIGUEL AUZA,MGU-115,115/13.8,1,20,3
OCCIDENTAL1038,,OC,1,0.95,#N/D,OCC,BAJ,ZACATECAS,MIGUEL AUZA,MGU-115,115/13.8,1,30,
OCCIDENTAL1039,322241,1,1,0.95,2018,OCC,BAJ,ZACATECAS,LAS FAJAS,FAJ-115,115/13.8,1,12.5,2
OCCIDENTAL1040,322241,OC,1,0.95,2021,OCC,BAJ,ZACATECAS,LAS FAJAS,FAJ-115,115/13.8,1,20,
OCCIDENTAL1041,323061,1,1,0.95,2018,OCC,BAJ,ZACATECAS,RIO GRANDE,RGR-115,115/13.8,1,12.5,4
OCCIDENTAL1042,323031,1,1,0.95,2018,OCC,BAJ,ZACATECAS,RANCHO GRANDE,RAG-115,115/13.8,1,30,3
OCCIDENTAL1043,322061,1,1,0.95,2018,OCC,BAJ,ZACATECAS,CALERA INDUSTRIAL,CAI-115,115/13.8,1,12.5,4
OCCIDENTAL1044,322061,OC,1,0.95,2030,OCC,BAJ,ZACATECAS,CALERA INDUSTRIAL,CAI-115,115/13.8,1,20,0
OCCIDENTAL1045,322662,1,1,0.95,2018,OCC,BAJ,ZACATECAS,PANFILO NATERA,PFN-115,115/13.8,2,9.4,3
OCCIDENTAL1046,322481,1,1,0.95,2018,OCC,BAJ,ZACATECAS,LUIS MOYA,LMY-115,115/13.8,1,20,3
OCCIDENTAL1047,323121,1,1,0.95,2018,OCC,BAJ,ZACATECAS,SALINAS,SNA-115,115/13.8,1,6.25,2
OCCIDENTAL1048,323121,OC,1,0.95,2020,OCC,BAJ,ZACATECAS,SALINAS,SNA-115,115/13.8,1,12.5,
OCCIDENTAL1049,0,X,0,1,#N/D,OCC,BAJ,ZACATECAS,ZACATECAS SUR,ZCS-115,115/13.8,1,20,4
OCCIDENTAL1050,323571,OC,1,0.95,2018,OCC,BAJ,ZACATECAS,ZACATECAS SUR,ZCS-115,115/13.8,1,30,4
OCCIDENTAL1051,323041,1,1,0.95,2018,OCC,BAJ,ZACATECAS,RIO GRANDE II,RIG-115,115/13.8,1,20,4
OCCIDENTAL1052,0,OC,1,0.95,#N/D,OCC,BAJ,ZACATECAS,RIO GRANDE II,RIG-115,115/13.8,1,30,
OCCIDENTAL1053,322261,1,1,0.95,2018,OCC,BAJ,ZACATECAS,FRESNILLO INDUSTRIAL,FRI-115,115/13.8,1,9.4,2
OCCIDENTAL1054,322261,OC,1,0.95,2034,OCC,BAJ,ZACATECAS,FRESNILLO INDUSTRIAL,FRI-115,115/13.8,1,20,
OCCIDENTAL1055,323351,1,1,0.95,2018,OCC,BAJ,ZACATECAS,AEROPUERTO ZACATECAS (PARQUE AEROPUERTO),AEZ-115,115/34.5,1,30,2
OCCIDENTAL1056,35051,I1,0,0.95,2018,OCC,COC,MORELIA,CRISOBA INDUSTRIAL,CMS-115,115,1.56811E+11,19.8,0
OCCIDENTAL1057,35051,I2,0,0.95,2018,OCC,COC,MORELIA,BIO PAPEL SCRIBE,SRB-115,115,1.56081E+11,12.6,0
OCCIDENTAL1058,35073,I1,0,0.95,2018,OCC,COC,MORELIA,DEACERO,DEA-115,115,1.55081E+11,7,0
OCCIDENTAL1059,35000,AM,0,0.95,2025,OCC,COC,MORELIA,AMORTIGUAMIENTO OC (MRP),MRP-115,115/115,,,11
OCCIDENTAL1060,35054,AM,0,0.95,2025,OCC,COC,MORELIA,AMORTIGUAMIENTO OC (PTN),PTN-115,115/115,,,11
OCCIDENTAL1061,350181,1,1,0.95,2018,OCC,COC,MORELIA,MORELIA NORTE,MOR-115,115/13.8,1,20,13
OCCIDENTAL1062,,OC,1,0.95,#N/D,OCC,COC,MORELIA,MORELIA NORTE,MOR-115,115/13.8,1,30,13
OCCIDENTAL1063,350182,2,1,0.95,2018,OCC,COC,MORELIA,MORELIA NORTE,MOR-115,115/13.8,2,20,13
OCCIDENTAL1064,350211,1,1,0.95,2018,OCC,COC,MORELIA,SANTIAGUITO,STG-115,115/13.8,1,20,11
OCCIDENTAL1065,350212,2,1,0.95,2018,OCC,COC,MORELIA,SANTIAGUITO,STG-115,115/13.8,2,20,11
OCCIDENTAL1066,350031,1,1,0.95,2018,OCC,COC,MORELIA,MORELIA DOS,MRD-115,115/13.8,1,20,12
